"jmdict_seq","kanji","kana","waller_definition","origin","original"
1006440,,"ずるずる","sound or act of dragging, loose, inconclusive but unwanted situation, trailingly","waller",
1006450,,"ずれ","gap, slippage","waller",
1374620,"制","せい","system, organization, imperial command, laws, regulation, control, government, suppression, restraint, holdin","waller",
1380580,"製","せい","-made, make","waller",
1378800,"生育","せいいく","growth, development, breeding","waller",
1375650,"成果","せいか","results, fruits","waller",
1376740,"正解","せいかい","correct, right, correct interpretation (answer solution)","waller",
1376850,"正規","せいき","regular, legal, formal, established, legitimate","waller",
1376910,"正義","せいぎ","justice, right, righteousness, correct meaning","waller",
1378920,"生計","せいけい","livelihood, living","waller",
1375930,"政権","せいけん","administration, political power","waller",
1379900,"精巧","せいこう","elaborate, delicate, exquisite","waller",
1374800,"制裁","せいさい","restraint, sanctions, punishment","waller",
1375950,"政策","せいさく","political measures, policy","waller",
1378210,"清算","せいさん","liquidation, settlement","waller",
1376360,"星座","せいざ","constellation","waller",
1379060,"生死","せいし","life and death","waller",
1381870,"静止","せいし","stillness, repose, standing still","waller",
1381550,"青春","せいしゅん","youth, springtime of life, adolescent","waller",
1380340,"聖書","せいしょ","Bible, scriptures","waller",
1381180,"誠実","せいじつ","sincere, honest, faithful","waller",
1375730,"成熟","せいじゅく","maturity, ripeness","waller",
1378230,"清純","せいじゅん","purity, innocence","waller",
1377390,"正常","せいじょう","normalcy, normality, normal","waller",
1374630,"制する","せいする","to control, to command, to get the better of","waller",
1376200,"整然","せいぜん","orderly, regular, well-organized, trim, accurate","waller",
1379810,"盛装","せいそう","be dressed up, wear rich clothes","waller",
1379820,"盛大","せいだい","grand, prosperous, magnificent","waller",
1378350,"清濁","せいだく","good and evil, purity and impurity","waller",
1374870,"制定","せいてい","enactment, establishment, creation","waller",
1381940,"静的","せいてき","static","waller",
1380720,"製鉄","せいてつ","iron manufacture","waller",
1376550,"晴天","せいてん","fine weather","waller",
1377660,"正当","せいとう","just, justifiable, right, due, proper, equitable, reasonable, legitimate, lawful","waller",
1375830,"成年","せいねん","majority, adult age","waller",
1374940,"制服","せいふく","uniform","waller",
1375230,"征服","せいふく","conquest, subjugation, overcoming","waller",
1380810,"製法","せいほう","manufacturing method, recipe, formula","waller",
1380190,"精密","せいみつ","precise, exact, detailed, minute, close","waller",
1380540,"声明","せいめい","declaration, statement, proclamation","waller",
1375210,"姓名","せいめい","full name","waller",
1374970,"制約","せいやく","limitation, restriction, condition, constraints","waller",
1379580,"生理","せいり","physiology, menses","waller",
1375150,"勢力","せいりょく","influence, power, might, strength, potency, force, energy","waller",
1376300,"整列","せいれつ","stand in a row, form a line","waller",
1228580,"急かす","せかす","to hurry, to urge on","waller",
1585440,"伜","せがれ","son, my son","waller",
1383230,"責務","せきむ","duty, obligation","waller",
1374060,"世辞","せじ","flattery, compliment","waller",
1374170,"世帯","せたい","household","waller",
1374190,"世代","せだい","generation, the world, the age","waller",
1384980,"切開","せっかい","clearing (land), opening up, cutting through","waller",
1385450,"接触","せっしょく","touch, contact","waller",
1386050,"設置","せっち","establishment, institution","waller",
1385960,"折衷","せっちゅう","compromise, cross, blending, eclecticism","waller",
1386060,"設定","せってい","establishment, creation","waller",
1386440,"説得","せっとく","persuasion","waller",
1386140,"節","せつ","node, section, occasion, time","waller",
1385050,"切実","せつじつ","compelling, serious, severe, acute, earnest, pressing, urgent","waller",
1385510,"接続詞","せつぞくし","conjunction","waller",
1383770,"切ない","せつない","painful, trying, oppressive, suffocating","waller",
1386090,"設立","せつりつ","establishment, foundation, institution","waller",
1279120,"攻め","せめ","attack, offence","waller",
1606150,"世論","せろん","public opinion","waller",
1387100,"仙","せん","hermit, wizard","waller",
1392570,"前","ぜん","before","waller",
1391890,"繊維","せんい","fibre, fiber, textile","waller",
1392190,"選挙","せんきょ","election","waller",
1389660,"宣教","せんきょう","religious mission","waller",
1389680,"宣言","せんげん","declaration, proclamation, announcement","waller",
1387640,"先行","せんこう","preceding, going first","waller",
1392240,"選考","せんこう","selection, screening","waller",
1390230,"戦災","せんさい","war damage","waller",
1389790,"専修","せんしゅう","specialization","waller",
1390280,"戦術","せんじゅつ","tactics","waller",
1391330,"潜水","せんすい","diving","waller",
1596200,"先先月","せんせんげつ","month before last","waller",
1888910,"先先週","せんせんしゅう","week before last","waller",
1388080,"先代","せんだい","family predecessor, previous age, previous generation","waller",
1388100,"先だって","せんだって","recently, the other day","waller",
1388150,"先着","せんちゃく","first arrival","waller",
1388200,"先天的","せんてんてき","a priori, inborn, innate, inherent, congenital, hereditary","waller",
1390420,"戦闘","せんとう","battle, fight, combat","waller",
1391360,"潜入","せんにゅう","infiltration, sneaking in","waller",
1392080,"船舶","せんぱく","ship","waller",
1596240,"専用","せんよう","exclusive use, personal use","waller",
1389610,"占領","せんりょう","occupation, capture, possession, have a room to oneself","waller",
1390660,"戦力","せんりょく","war potential","waller",
1382190,"税務署","ぜいむしょ","tax office","waller",
1374510,"是正","ぜせい","correction, revision","waller",
1386940,"絶版","ぜっぱん","out of print","waller",
1386960,"絶望","ぜつぼう","despair, hopelessness","waller",
1610700,"是非とも","ぜひとも","by all means (with sense of not taking no for an answer)","waller",
1396490,"膳","ぜん","(small) table, tray, meal","waller",
1396420,"禅","ぜん","Zen (Buddhism)","waller",
1394940,"全快","ぜんかい","complete recovery of health","waller",
1395560,"全盛","ぜんせい","height of prosperity","waller",
1393680,"前提","ぜんてい","preamble, premise, reason, prerequisite","waller",
1393750,"前途","ぜんと","future prospects, outlook, the journey ahead","waller",
1396240,"全滅","ぜんめつ","annihilation","waller",
1394560,"善良","ぜんりょう","goodness, excellence, virtue","waller",
1394190,"前例","ぜんれい","precedent","waller",
1398030,"僧","そう","monk, priest","waller",
1176700,"沿う","そう","to run along, to follow","waller",
1440810,"添う","そう","to accompany, to become married, to comply with","waller",
1401470,"総","そう","whole, all, general, gross","waller",
1400840,"相応","そうおう","suitability, fitness","waller",
1401490,"総会","そうかい","general meeting","waller",
1398320,"創刊","そうかん","launching (e.g. newspaper), first issue","waller",
1402750,"送金","そうきん","remittance, sending money","waller",
1402550,"走行","そうこう","running a wheeled vehicle (e.g. car), traveling","waller",
1596380,"総合","そうごう","synthesis, coordination, putting together, integration, composite","waller",
1399660,"捜査","そうさ","search (esp. in criminal investigations), investigation","waller",
1399690,"捜索","そうさく","search (esp. for someone or something missing), investigation","waller",
1612860,"然うして","そうして","and, like that","waller",
1402340,"装飾","そうしょく","ornament","waller",
1400080,"操縦","そうじゅう","management, handling, control, manipulation","waller",
1398560,"創造","そうぞう","creation","waller",
1399430,"壮大","そうだい","magnificent, grand, majestic, splendid","waller",
1403080,"騒動","そうどう","strife, riot, rebellion","waller",
1402900,"遭難","そうなん","disaster, shipwreck, accident","waller",
1401070,"相場","そうば","market price, speculation, estimation","waller",
1402400,"装備","そうび","equipment","waller",
1398640,"創立","そうりつ","establishment, founding, organization","waller",
1596490,"添える","そえる","to add to, to attach, to append, to accompany, to garnish, to imitate, to annex","waller",
1404190,"即座に","そくざに","immediately, right away","waller",
1403780,"促進","そくしん","promotion, acceleration, encouragement, facilitation, spurring on","waller",
1404090,"即する","そくする","to conform to, to agree with, to be adapted to, to be based on","waller",
1404510,"束縛","そくばく","restraint, shackles, restriction, confinement, binding","waller",
1404040,"側面","そくめん","side, flank, sidelight, lateral","waller",
1406090,"其処で","そこで","so (conj), accordingly, now, then, thereupon","waller",
1596510,"損なう","そこなう","to harm, to hurt, to injure, to damage, to fail in doing","waller",
1006720,"其処ら","そこら","everywhere, somewhere, approximately, that area, around there","waller",
1397220,"素材","そざい","raw materials, subject matter","waller",
1397820,"阻止","そし","obstruction, check, hindrance, prevention, interdiction","waller",
1006730,"然して","そして","and","waller",
1397740,"訴訟","そしょう","litigation, lawsuit","waller",
1160520,"育ち","そだち","breeding, growth","waller",
1396530,"措置","そち","measure, step","waller",
1006780,"其方","そちら","over there, the other","waller",
1596550,"素っ気ない","そっけない","cold, short, curt, blunt","waller",
1596570,"率直","そっちょく","frankness, candour, openheartedness","waller",
1204110,"外方","そっぽ","look (or turn) the other way","waller",
1485650,"備え付ける","そなえつける","to provide, to furnish, to equip, to install","waller",
1596640,"備わる","そなわる","to be furnished with, to be endowed with, to possess, to be among, to be one of, to be possessed of","waller",
1176240,"園","その","garden, park, plantation","waller",
1006880,"その上","そのうえ","in addition, furthermore","waller",
1006930,"その内","そのうち","eventually, sooner or later, of the previously mentioned","waller",
1006850,"その為","そのため","hence, for that reason","waller",
1006900,"その外","そのほか","besides, in addition, the rest","waller",
1406030,"其の儘","そのまま","without change, as it is (i.e. now)","waller",
1570770,"聳える","そびえる","to rise, to tower, to soar","waller",
1397390,"素朴","そぼく","simplicity, artlessness, naivete","waller",
1391100,"染まる","そまる","to dye","waller",
1472680,"背く","そむく","to run counter to, to go against, to disobey, to infringe","waller",
1391160,"染める","そめる","to dye, to colour","waller",
1167650,"逸らす","そらす","to turn away, to avert","waller",
1480110,"反り","そり","warp, curvature, curve, arch","waller",
1006970,"其れ","それ","it, that","waller",
1006980,"其れから","それから","and then, after that","waller",
1007000,"其れで","それで","and (conj), thereupon, because of that","waller",
1406050,,"それでは","in that situation, well then ...","waller",
1406060,"其れでも","それでも","but (still), and yet, nevertheless, even so, notwithstanding","waller",
1007010,"其れとも","それとも","or, or else","waller",
1007040,"其れに","それに","besides, moreover","waller",
1007060,"其れ程","それほど","to that degree, extent","waller",
1406080,"其れ故","それゆえ","therefore, for that reason, so","waller",
1406100,"揃い","そろい","set, suit, uniform","waller",
1406750,"損失","そんしつ","loss","waller",
1406190,"存続","そんぞく","duration, continuance","waller",
1610080,"沿い","ぞい","along","waller",
1403110,"像","ぞう","statue, image, figure, picture, portrait","waller",
1403190,"増強","ぞうきょう","augment, reinforce, increase","waller",
1403520,"蔵相","ぞうしょう","Minister of Finance","waller",
1403270,"増進","ぞうしん","promoting, increase, advance","waller",
1007170,,"ぞんざい","rude, careless, slovenly","waller",
1406940,"他意","たい","ill will, malice, another intention, secret purpose, ulterior motive, fickleness, double-mindedness","waller",
1409840,"対応","たいおう","interaction, correspondence, coping with, dealing with","waller",
1411320,"退化","たいか","degeneration, retrogression","waller",
1409310,"体格","たいかく","physique, constitution","waller",
1413230,"大概","たいがい","in general, mainly","waller",
1411340,"退学","たいがく","dropping out of school","waller",
1413500,"大金","たいきん","great cost","waller",
1410610,"待遇","たいぐう","treatment, reception","waller",
1410000,"対決","たいけつ","confrontation, showdown","waller",
1409420,"体験","たいけん","personal experience","waller",
1410020,"対抗","たいこう","opposition, antagonism","waller",
1409820,"対して","たいして","for, in regard to, per","waller",
1414050,"大衆","たいしゅう","general public","waller",
1410070,"対処","たいしょ","deal with, cope","waller",
1411420,"退職","たいしょく","retirement (from office)","waller",
1411390,"退治","たいじ","extermination","waller",
1410770,"態勢","たいせい","attitude, conditions, preparations","waller",
1410230,"対談","たいだん","talk, dialogue, conversation","waller",
1410250,"対等","たいとう","equivalent","waller",
1410940,"滞納","たいのう","non-payment, default","waller",
1410260,"対比","たいひ","contrast, comparison","waller",
1414830,"大部","たいぶ","most (e.g. most part), greater, fairly, a good deal, much","waller",
1655340,"対辺","たいへん","(geometrical) opposite side","waller",
1410650,"待望","たいぼう","expectant waiting","waller",
1410740,"怠慢","たいまん","negligence, procrastination, carelessness","waller",
1410270,"対面","たいめん","interview, meeting","waller",
1409760,"体力","たいりょく","physical strength","waller",
1410300,"対話","たいわ","interactive, interaction, conversation, dialogue","waller",
1211310,"耐える","たえる","to bear, to endure","waller",
1386710,"絶える","たえる","to die out, to peter out, to become extinct","waller",
1211310,"堪える","たえる","to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t","waller",
1633260,"高","たか","quantity, amount, volume, number, amount of money","waller",
1283220,"高まる","たかまる","to rise, to swell, to be promoted","waller",
1504680,"焚火","たきび","(open) fire","waller",
1415870,"沢山","たくさん","many, a lot, much","waller",
1573650,"逞しい","たくましい","burly, strong, sturdy","waller",
1278290,"巧み","たくみ","skill, cleverness","waller",
1596870,"類","たぐい","a kind","waller",
1354600,"丈","たけ","height, stature, length, measure, all (one has)","waller",
1404680,"足し算","たしざん","addition","waller",
1407870,"多数決","たすうけつ","majority rule","waller",
1344390,"助け","たすけ","assistance","waller",
1250660,"携わる","たずさわる","to participate, to take part","waller",
1489240,"漂う","ただよう","to drift about, to float, to hang in air","waller",
1216210,"館","たち","1. mansion, small castle","waller",
1551810,"立方","たちかた","dancing (geisha)","waller",
1288480,"忽ち","たちまち","at once, in a moment, suddenly, all at once","waller",
1551300,"立ち寄る","たちよる","to stop by, to drop in for a short visit","waller",
1416240,"達者","たっしゃ","skillful, in good health","waller",
1416260,"達成","たっせい","achievement","waller",
1598620,"尊い","たっとい","precious, valuable, priceless, noble, exalted, sacred","waller",
1598620,"貴い","たっとい","precious, valuable, priceless, noble, exalted, sacred","waller",
1598640,"尊ぶ","たっとぶ","to value, to prize, to esteem","waller",
1597030,"絶つ","たつ","to sever, to cut off, to suppress, to abstain (from)","waller",
1341840,"盾","たて","shield, buckler, escutcheon, pretext","waller",
1597110,"建前","たてまえ","face, official stance, public position or attitude (as opposed to private thoughts)","waller",
1584070,"奉る","たてまつる","to offer, to present, to revere, to do respectfully","waller",
1597125,"仮令","たとえ","example, even if, if, though, although","waller",
1407290,"他動詞","たどうし","transitive verb (direct obj)","waller",
1416680,"辿り着く","たどりつく","to grope along to, to struggle on to, to arrive somewhere after a struggle","waller",
1416690,"辿る","たどる","to follow (road), to pursue (course), to follow up","waller",
1580300,"掌","たなごころ","the palm","waller",
1207270,"楽しむ","たのしむ","to enjoy oneself","waller",
1610270,"頼み","たのみ","request, favor, reliance, dependence","waller",
1597150,"煙草","たばこ","(pt:) (n) (uk) tobacco (pt: tabaco), cigarettes","waller",
1597160,"度々","たびたび","often, repeatedly, frequently","waller",
1407370,"他方","たほう","another side, different direction, (on) the other hand","waller",
1408040,"多忙","たぼう","busy, pressure of work","waller",
1230220,"給う","たまう","to receive, to grant","waller",
1634500,"偶に","たまに","occasionally, once in a while","waller",
1211340,"堪らない","たまらない","intolerable, unbearable, unendurable","waller",
1552620,"溜まり","たまり","collected things, gathering place, arrears","waller",
1312860,"賜る","たまわる","to grant, to bestow","waller",
2713240,"例","ためし","instance, example, case, precedent, experience, custom, usage, parallel, illustration","waller",
1573390,"躊躇う","ためらう","to hesitate","waller",
1513250,"保つ","たもつ","to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we","waller",
1545360,"容易い","たやすい","easy, simple, light","waller",
1408100,"多様","たよう","diversity, variety","waller",
1421570,"弛み","たるみ","slack, slackening, dullness, letdown","waller",
1421580,"弛む","たるむ","to slacken, to loosen, to relax","waller",
1370860,,"たれ","adjectival suffix for a person","waller",
1370870,"垂れる","たれる","to hang, to droop, to drop, to lower, to pull down, to dangle, to sag, to drip, to ooze, to trickle, to leave","waller",
1891990,"歎","たん","grief, sigh, lamentation","waller",
1480050,"反","たん","roll of cloth (c. 10 yds.), .245 acres, 300 tsubo","waller",
1417100,"単一","たんいつ","single, simple, sole, individual, unitory","waller",
1418630,"短歌","たんか","tanka, 31-syllable Japanese poem","waller",
1418150,"担架","たんか","stretcher, litter","waller",
1418670,"短気","たんき","quick temper","waller",
1597250,"探検","たんけん","exploration, expedition","waller",
1418740,"短縮","たんしゅく","shortening, abbreviation, reduction","waller",
1418990,"箪笥","たんす","chest of drawers","waller",
1418570,"炭素","たんそ","carbon (C)","waller",
1418780,"短大","たんだい","junior college","waller",
1417760,"単調","たんちょう","monotony, monotone, dullness","waller",
1417780,"単独","たんどく","sole, independence, single, solo (flight)","waller",
1418810,"短波","たんぱ","short wave","waller",
1419070,"蛋白質","たんぱくしつ","protein","waller",
1415260,"第","だい","ordinal","waller",
1414500,"大胆","だいたん","bold, daring, audacious","waller",
1412770,"台無し","だいなし","mess, spoiled, (come to) nothing","waller",
1415010,"大便","だいべん","feces, excrement, shit","waller",
1412300,"代弁","だいべん","pay by proxy, act for another, speak for another","waller",
1412760,"台本","だいほん","libretto, scenario","waller",
1412360,"代用","だいよう","substitution","waller",
1408850,"打開","だかい","break in the deadlock","waller",
1408510,"妥協","だきょう","compromise, giving in","waller",
1007340,"丈","だけ","only, just, as","waller",
1408530,"妥結","だけつ","agreement","waller",
1408870,"打撃","だげき","1. blow, shock, strike, damage, 2. batting (baseball)","waller",
1409040,"駄作","ださく","poor work, rubbish","waller",
1416520,"脱出","だっしゅつ","escape","waller",
1416420,"脱する","だっする","to escape from, to get out","waller",
1416570,"脱退","だったい","secession","waller",
1007430,,"だぶだぶ","loose, baggy","waller",
1574550,"騙す","だます","to trick, to cheat, to deceive","waller",
1007480,,"だらけ","implying (negatively) that something is full of e.g. mistakes","waller",
1007520,"怠い","だるい","sluggish, feel heavy, languid, dull","waller",
1419320,"壇","だん","1. platform, podium, rostrum, 2. (arch) mandala","waller",
1419230,"団結","だんけつ","unity, union, combination","waller",
1419590,"断言","だんげん","declaration, affirmation","waller",
1419690,"断然","だんぜん","firmly, absolutely, definitely","waller",
1597350,"段々","だんだん","gradually, by degrees","waller",
1418410,"旦那","だんな","master (of house), husband (informal)","waller",
1419810,"断面","だんめん","cross section","waller",
1419530,"弾力","だんりょく","elasticity, flexibility","waller",
1316840,"治安","ちあん","public order","waller",
1242170,"近付く","ちかづく","to approach, to get near, to get acquainted with, to get closer","waller",
1158890,"違える","ちがえる","to change","waller",
1250160,"契る","ちぎる","to pledge, to promise, to swear","waller",
1422180,"畜産","ちくさん","animal husbandry","waller",
1422200,"畜生","ちくしょう","beast, brute, damn","waller",
1422440,"蓄積","ちくせき","accumulation, accumulate, store","waller",
1420630,"知性","ちせい","intelligence","waller",
1464980,"乳","ちち","milk, breast, loop","waller",
1497690,"父母","ちちはは","father and mother, parents","waller",
1337540,"縮まる","ちぢまる","to be shortened, to be contracted, to shrink","waller",
1422540,"窒息","ちっそく","suffocation","waller",
1007560,"些とも","ちっとも","not at all (neg. verb)","waller",
1422520,"秩序","ちつじょ","order, regularity, system, method","waller",
1420650,"知的","ちてき","intellectual","waller",
1956680,"著","ちょ","counter for suits of clothing, arriving at ..","waller",
1597470,"着","ちゃく","counter for suits of clothing, arriving at ..","waller",
1423060,"着手","ちゃくしゅ","embarkation, launch","waller",
1423090,"着色","ちゃくしょく","colouring, coloring","waller",
1423130,"着席","ちゃくせき","sit down, seat","waller",
1423260,"着目","ちゃくもく","attention","waller",
1423280,"着陸","ちゃくりく","landing, alighting, touch down","waller",
1423030,"着工","ちゃっこう","start of (construction) work","waller",
1422600,"茶の間","ちゃのま","living room (Japanese style)","waller",
1422610,"茶の湯","ちゃのゆ","tea ceremony","waller",
1007620,,"ちやほや","pamper, make a fuss of, spoil","waller",
1581710,"昼間","ちゅうかん","daytime, during the day","waller",
1426110,"宙返り","ちゅうがえり","somersault, looping-the-loop","waller",
1424040,"中継","ちゅうけい","relay, hook-up","waller",
1426140,"忠告","ちゅうこく","advice, warning","waller",
1581690,"中指","ちゅうし","middle finger","waller",
1424500,"中傷","ちゅうしょう","slander, libel, defamation","waller",
1012210,"忠実","ちゅうじつ","fidelity, faithfulness","waller",
1424660,"中枢","ちゅうすう","centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man","waller",
1426220,"抽選","ちゅうせん","lottery, raffle, drawing (of lots)","waller",
1424900,"中断","ちゅうだん","interruption, suspension, break","waller",
1425430,"中っ腹","ちゅうっぱら","irritated, offended","waller",
1425160,"中毒","ちゅうどく","poisoning","waller",
1425960,"仲人","ちゅうにん","go-between, matchmaker","waller",
1426410,"昼飯","ちゅうはん","lunch, midday meal","waller",
1425540,"中立","ちゅうりつ","neutrality","waller",
1425670,"中和","ちゅうわ","neutralize, counteract","waller",
1428960,"腸","ちょう","guts, bowels, intestines","waller",
1429010,"蝶","ちょう","butterfly","waller",
1429340,"超","ちょう","super-, ultra-, hyper-","waller",
1427590,"庁","ちょう","government office","waller",
1429080,"調印","ちょういん","signature, sign, sealing","waller",
1428880,"聴覚","ちょうかく","the sense of hearing","waller",
1429820,"長官","ちょうかん","chief, (government) secretary","waller",
1428890,"聴講","ちょうこう","lecture attendance, auditing","waller",
1428110,"徴収","ちょうしゅう","collection, levy","waller",
1428920,"聴診器","ちょうしんき","stethoscope","waller",
1428240,"挑戦","ちょうせん","challenge, defiance","waller",
1610340,"長大","ちょうだい","very long, great length","waller",
1429260,"調停","ちょうてい","arbitration, conciliation, mediation","waller",
1427340,"恰度","ちょうど","just, right, exactly","waller",
1430110,"長編","ちょうへん","long (e.g. novel film)","waller",
1427420,"丁目","ちょうめ","district of a town, city block (of irregular size)","waller",
1429310,"調理","ちょうり","cooking","waller",
1429330,"調和","ちょうわ","harmony","waller",
1007790,,"ちょくちょく","often, frequently, now and then, occasionally","waller",
1431540,"直面","ちょくめん","confrontation","waller",
1427140,"著書","ちょしょ","literary work, book","waller",
1597700,"貯蓄","ちょちく","savings","waller",
1430850,"直感","ちょっかん","intuition","waller",
1163940,"一寸","ちょっと","(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath","waller",
1427150,"著名","ちょめい","well-known, noted, celebrated","waller",
1007920,,"ちらっと","at a glance, by accident","waller",
1369920,"塵取り","ちりとり","dustpan","waller",
1316890,"治療","ちりょう","medical treatment","waller",
1431990,"賃金","ちんぎん","wages","waller",
1431790,"沈殿","ちんでん","precipitation, settlement","waller",
1431800,"沈没","ちんぼつ","sinking, foundering","waller",
1431810,"沈黙","ちんもく","silence, reticence","waller",
1432210,"陳列","ちんれつ","exhibition, display, show","waller",
1432480,"追及","ついきゅう","gaining on, carrying out, solving (crime)","waller",
1432560,"追跡","ついせき","pursuit","waller",
1316390,"次いで","ついで","next, secondly, subsequently","waller",
1432670,"追放","ついほう","exile, banishment","waller",
1484600,"費やす","ついやす","to spend, to devote, to waste","waller",
1432240,"墜落","ついらく","falling, crashing","waller",
1432840,"通","つう","connoisseur, counter for letters","waller",
1432760,"痛感","つうかん","feeling keenly, fully realizing","waller",
1433280,"通常","つうじょう","common, general, usually","waller",
1432790,"痛切","つうせつ","keen, acute","waller",
1356620,"杖","つえ","cane","waller",
1305720,"遣い","つかい","mission, simple task, doing","waller",
1305900,"使い道","つかいみち","use","waller",
1304760,"仕える","つかえる","to serve, to work for","waller",
1306630,"司る","つかさどる","to rule, to govern, to administer","waller",
1404490,"束の間","つかのま","moment, brief time, brief, transient","waller",
1583630,"付き","つき","attached to, impression, sociality, appearance, furnished with, under, to","waller",
1597790,"付き合う","つきあう","to associate with, to keep company with, to get on with","waller",
1255810,"月並み","つきなみ","every month, common","waller",
1370070,"尽きる","つきる","to be used up, to be run out, to be exhausted, to be consumed, to come to an end","waller",
1251860,"継ぎ目","つぎめ","a joint, joining point","waller",
1444150,"吐く","つく","1. to breathe, 2. to tell (lies), 3. to vomit, to disgorge","waller",
1370090,"尽くす","つくす","to exhaust, to run out, to serve (a person), to befriend","waller",
1297250,"作り","つくり","make-up, sliced raw fish","waller",
1297250,"造り","つくり","make up, structure, physique","waller",
1396480,"繕う","つくろう","to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim","waller",
1385340,"接ぐ","つぐ","to join, to piece together, to set (bones), to graft (trees)","waller",
1251750,"継ぐ","つぐ","to succeed","waller",
1495790,"付け加える","つけくわえる","to add one thing to another","waller",
1285990,"告げる","つげる","to inform","waller",
1433730,"辻褄","つじつま","coherence, consistency","waller",
1610410,"突っ張る","つっぱる","to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in","waller",
1449590,"筒","つつ","pipe, tube","waller",
1456895,"突く","つつく","1. to thrust, to strike, to attack, 2. to poke, to nudge, to pick at","waller",
1598000,"慎む","つつしむ","to be careful, to be chaste or discreet, to abstain or refrain","waller",
2545840,"伝言","つてこと","verbal message, rumor, word","waller",
1582180,"伝言","でんごん","verbal message, rumor, word","waller",
1240800,"勤まる","つとまる","to be fit for, to be equal to, to function properly","waller",
1240910,"勤め先","つとめさき","place of work","waller",
1445110,"努めて","つとめて","make an effort!, work hard!","waller",
1432220,"津波","つなみ","tsunami, tidal wave","waller",
1567230,"抓る","つねる","to pinch","waller",
1514800,"募る","つのる","to invite, to solicit help participation etc","waller",
1408410,"唾","つば","saliva, sputum","waller",
1565120,"呟く","つぶやく","to mutter, to murmur","waller",
1585820,"瞑る","つぶる","to close the eyes","waller",
1433870,"壷","つぼ","tsubo jar, pot, vase","waller",
1571800,"蕾","つぼみ","bud, flower bud","waller",
1573400,"躓く","つまずく","to stumble, to trip","waller",
1598080,"摘む","つまむ","to pinch, to hold, to pick up","waller",
1008190,"詰らない","つまらない","insignificant, boring, trifling","waller",
1610430,"詰まり","つまり","in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate","waller",
1560070,"露","つゆ","dew","waller",
1236130,"強まる","つよまる","to get strong, to gain strength","waller",
1236150,"強める","つよめる","to strengthen, to emphasize","waller",
1559240,"連なる","つらなる","to extend, to stretch out, to stand in a row","waller",
1215070,"貫く","つらぬく","to go through","waller",
1559250,"連ねる","つらねる","to link, to join, to put together","waller",
1434040,"釣り","つり","fishing, angling","waller",
1773770,"吊り革","つりかわ","strap","waller",
1434090,"釣鐘","つりがね","hanging bell","waller",
1433980,"吊るす","つるす","to hang","waller",
1598240,"手当て","てあて","allowance, compensation, treatment, medical care","waller",
1409160,"体","てい","appearance, air, condition, state, form","waller",
1436360,"提供","ていきょう","offer, tender, program sponsoring, furnishing","waller",
1435530,"定義","ていぎ","definition","waller",
1436380,"提携","ていけい","cooperation, tie-up, joint business, link-up","waller",
1409480,"体裁","ていさい","decency, style, form, appearance, show, get-up, format","waller",
1436480,"梯子","ていし","ladder, stairs","waller",
1435650,"定食","ていしょく","set meal, special (of the day)","waller",
1436400,"提示","ていじ","presentation, exhibit, suggest, citation","waller",
1436710,"訂正","ていせい","correction, revision","waller",
1435010,"停滞","ていたい","stagnation, tie-up, congestion, retention, accumulation, falling into arrears","waller",
1436820,"邸宅","ていたく","mansion, residence","waller",
1435740,"定年","ていねん","retirement age","waller",
1435350,"堤防","ていぼう","bank, weir","waller",
1328120,"手遅れ","ておくれ","too late, belated treatment","waller",
1327970,"手数","てかず","number of moves, trouble","waller",
1598300,"手掛かり","てがかり","contact, trail, scent, on hand, hand hold, clue, key","waller",
1327390,"手掛ける","てがける","to handle, to manage, to work with, to rear, to look after, to have experience with","waller",
1327530,"手軽","てがる","easy, simple, informal, offhand, cheap","waller",
1437260,"的","てき","-like, typical","waller",
1437350,"適応","てきおう","adaptation, accommodation, conformity","waller",
1437380,"適宜","てきぎ","suitability","waller",
1437410,"適性","てきせい","aptitude","waller",
1327690,"手際","てぎわ","performance, skill, tact","waller",
1327810,"手順","てじゅん","process, procedure, protocol","waller",
1327900,"手錠","てじょう","handcuffs, manacles","waller",
1327490,"手近","てぢか","near, handy, familiar","waller",
1008290,,"てっきり","surely, certainly, beyond doubt","waller",
1437880,"鉄鋼","てっこう","iron and steel","waller",
1598340,"徹する","てっする","to sink in, to penetrate, to devote oneself, to believe in, to go through, to do intently and exclusively","waller",
1779480,"鉄片","てっぺん","iron scraps","waller",
1328260,"手配","てはい","arrangement, search (by police)","waller",
1328290,"手筈","てはず","arrangement, plan, programme","waller",
1598410,"手引き","てびき","guidance, guide, introduction","waller",
1328390,"手本","てほん","model, pattern","waller",
1327380,"手回し","てまわし","preparations, arrangements","waller",
1327560,"手元","てもと","on hand, at hand, at home","waller",
1350850,"照り返す","てりかえす","to reflect, to throw back light","waller",
1328340,"手分け","てわけ","division of labour","waller",
1582125,"店","てん","store, shop, establishment","waller",
1441440,"点火","てんか","ignition, lighting, set fire to","waller",
