jmdict_seq,kana,kanji,waller_definition
1448230,とうよう,東洋,Orient
1454000,どうわ,童話,fairy tale
1432940,とおりかかる,通り掛かる,to happen to pass by
1546040,とかす,溶かす,"to melt,to dissolve"
1389970,とがる,尖る,"to taper to a point,to become sharp,to be sour,to look displeased"
1009050,どきどき,,"throb,beat (fast)"
1546050,とく,溶く,to dissolve (paint)
1595080,どく,退く,"(1) to retreat,to recede,to withdraw"
1454970,とくしゅ,特殊,"special,unique"
1455080,とくしょく,特色,"characteristic,feature"
1455200,とくちょう,特長,"forte,merit"
1455210,とくてい,特定,"specific,special,particular"
1455250,とくばい,特売,special sale
1546090,とけこむ,溶け込む,to melt into
1546070,とける,溶ける,"to melt,to thaw,to fuse,to dissolve"
2850084,どける,退ける,"to remove,to take away,to dislodge,to put something out of the way"
1349400,とこのま,床の間,alcove
1349410,とこや,床屋,barber
1598730,ところどころ,所々,"here and there,some parts (of something)"
1445000,としん,都心,heart (of city)
1267050,とだな,戸棚,"cupboard,locker,closet,wardrobe"
1320570,とっくに,,"long ago,already,a long time ago"
1009210,どっと,,suddenly
1598800,ととのう,整う,"to be prepared,to be in order,to be put in order,to be arranged"
2657130,とどまる,留まる,"(1) to be fixed,(2) to abide,to stay (in the one place)"
1445740,どなる,,"to shout,to yell"
1598890,とびこむ,飛び込む,"to jump in,to leap in,to plunge into,to dive"
1429700,とぶ,跳ぶ,"to jump,to fly,to leap"
1310620,とまる,留まる,"(1) to be fixed,(2) to abide,to stay (in the one place)"
1474860,とめる,泊める,"to give shelter to,to lodge"
1444010,ともかく,,"anyhow,anyway,somehow or other,generally speaking,in any case"
1598960,とらえる,捕える,"to seize,to grasp,to capture,to arrest"
1326880,とりいれる,取り入れる,"to harvest,to take in,to adopt"
1326790,とりけす,取り消す,to cancel
1326770,とりだす,取り出す,"to take out,to produce,to pick out"
1599160,とる,採る,"(1) to adopt (measure, proposal),(2) to pick (fruit)"
1514140,とる,捕る,"to take,to catch (fish),to capture"
1087100,トレーニング,,training
1562970,どんぶり,丼,"porcelain bowl,bowl of rice with food on top"
1457830,ないか,内科,"internist clinic,internal medicine"
1458650,ないせん,内線,"phone extension,indoor wiring,inner line"
1089930,ナイロン,,nylon
2856318,なおす,治す,"to cure,to heal,to fix,to correct,to repair"
1429750,ながい,永い,"long,lengthy"
1426000,なかなおり,仲直り,"reconciliation,make peace with"
1610950,ながびく,長引く,"to be prolonged,to drag on"
1599430,なかみ,中身,"contents,interior,substance,filling,(sword) blade"
1599430,なかみ,中味,"contents,interior,substance,filling,(sword) blade"
1581690,なかゆび,中指,middle finger
1426100,なかよし,仲良し,"intimate friend,bosom buddy,chum"
1156890,なぐさめる,慰める,"to comfort,to console"
2835808,なくす,亡くす,"to lose someone, wife, child, etc"
1181390,なぐる,,"to strike,to hit"
2861111,なす,為す,"to accomplish,to do"
1599500,なぞなぞ,謎謎,"riddle,puzzle,enigma"
1632290,なだらか,,
1200490,なつかしい,懐かしい,"dear,desired,missed"
1498290,なでる,撫でる,"to brush gently,to stroke"
1322400,ななめ,斜め,obliqueness
1188330,なにしろ,,"at any rate,anyhow,anyway,in any case"
1599580,なになに,何々,"such and such,What?"
1189310,なにぶん,何分,"what minute?,how many minutes?"
1378790,なまいき,生意気,"impertinent,saucy,cheeky,conceit,audacious,brazen"
1599640,なみき,並木,"roadside tree,row of trees"
1599680,ならう,倣う,"to imitate,to follow,to emulate"
1532880,ならす,鳴らす,"to ring,to sound,to chime,to beat,to snort (nose)"
1611000,なる,生る,to bear fruit
1212670,なれる,馴れる,"to become domesticated,to become tame"
1460180,なんきょく,南極,"south pole,Antarctic"
1599730,なんとなく,,"somehow or other,for some reason or another"
1188690,なんとも,,"nothing (with neg. verb),quite,not a bit"
1090860,ナンバー,,number
1460570,なんべい,南米,South America
1460600,なんぼく,南北,south and north
1322490,にえる,煮える,"to boil,to cook,to be cooked"
1599780,におう,匂う,"to be fragrant,to smell,to stink"
1450320,にがす,逃がす,"to let loose,to set free,to let escape"
1403390,にくい,憎い,"hateful,abominable,poor-looking,detestable"
1403440,にくむ,憎む,"to hate,to detest"
1403450,にくらしい,憎らしい,"odious,hateful"
1091130,にこにこ,,
1415960,にごる,濁る,"to become muddy,to get impure"
1463740,にじ,虹,rainbow
1464110,にちじ,日時,date and time
1464910,にちようひん,日用品,daily necessities
1463860,にっか,日課,"daily lesson,daily work,daily routine"
1464300,にってい,日程,agenda
1582430,にぶい,鈍い,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid"
1466260,にゅうしゃ,入社,entry to a company
1345420,にょうぼう,女房,wife
1569880,にらむ,睨む,"to glare at,to scowl at,to keep an eye on"
1322540,にる,煮る,"to boil,to cook"
1599920,にわか,俄,"sudden,abrupt,unexpected,improvised,offhand"
1517700,ぬう,縫う,to sew
1467610,ぬらす,濡らす,"to wet,to soak,to dip"
1585010,ねじ,,(a) screw
1611090,ねじる,捩る,to twist
1093000,ネックレス,,necklace
1467730,ねっする,熱する,to heat
1360040,ねまき,寝間着,"sleep-wear,nightclothes,pyjamas,nightgown,nightdress"
1360040,ねまき,寝巻,"sleep-wear,nightclothes,pyjamas,nightgown,nightdress"
1396550,ねらい,狙い,aim
1396590,ねらう,狙う,to aim at
1469050,ねんど,年度,"year,fiscal year,school year,term"
1470710,のうさんぶつ,農産物,agricultural produce
1470730,のうそん,農村,"agricultural community,farm village,rural"
1469970,のうど,濃度,"concentration,brightness"
1470780,のうやく,農薬,agricultural chemicals
1470330,のうりつ,能率,efficiency
1232930,のこぎり,,saw
1611130,のこらず,残らず,"all,entirely,completely,without exception"
1600270,のせる,載せる,"to place on (something),to take on board,to give a ride"
1470840,のぞく,覗く,"to peep in,to look in,to peek in,to stick out"
1600290,のばす,延ばす,"to lengthen,to stretch,to reach out,to grow (beard)"
1358870,のびる,延びる,to be prolonged
1352510,のぼり,上り,"up-train (going to Tokyo),ascent"
1352570,のぼる,上る,"to ascend,to go up,to climb"
1267400,のり,糊,"paste,starch"
1600460,のりかえ,乗換,"(n) transfer (trains, buses, etc.)"
2649690,のる,載る,"to appear (in print),to be recorded"
2838553,のろい,鈍い,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid"
1010040,のろのろ,,"slowly,sluggishly"
1600560,のんき,呑気,"carefree,optimistic,careless,reckless,heedless"
1201970,はいいろ,灰色,"grey,gray,ashen"
1471900,はいく,俳句,haiku poetry
1474040,ばいてん,売店,"shop,stand"
1983760,バイバイ,,
1474050,ばいばい,売買,"trade,buying and selling"
1474200,はう,這う,"to creep,to crawl"
1378490,はえる,生える,"(1) to grow,to spring up,(2) to cut (teeth)"
1600670,はがす,剥す,"(v5s) to tear off,to peel off,to rip off"
1612910,ばからしい,,absurd
1474220,はかり,秤,"scales,weighing machine"
1600650,はかる,量る,"to measure,to weigh,to survey"
1600650,はかる,測る,"to measure,to weigh,to survey"
1444120,はきけ,吐き気,"nausea,sickness in the stomach"
1010090,はきはき,,lucidly
1399760,はく,掃く,"to sweep,to brush,to gather up"
1313350,はぐるま,歯車,"gear,cog-wheel"
1098340,バケツ,,"bucket,pail"
1236840,はさまる,挟まる,"to get between,to be caught in"
1600740,はさむ,挟む,"to interpose,to hold between,to insert"
1436480,はしご,梯子,"ladder,stairs"
1307520,はじめに,始めに,"to begin with,first of all"
1307520,はじめに,初めに,
1625780,はじめまして,,"How do you do?,I am glad to meet you"
2085880,はす,斜,
1203310,はずれる,外れる,"to be disconnected,to get out of place,to be off,to be out (e.g. of gear)"
1101600,パターン,,pattern
1476500,はだぎ,肌着,underwear
1600780,はたして,果して,"as was expected,really"
1477090,はち,鉢,"a bowl,a pot"
2197150,バツ,ｘ,
1477250,はっき,発揮,"exhibition,demonstration,utilization,display"
1098760,バック,,back
1477490,はっしゃ,発射,"firing,shooting,discharge,catapult"
1477660,はっそう,発想,"expression (music),conceptualization"
1477750,はつでん,発電,generation (e.g. power)
1477810,はつばい,発売,sale
1471140,はで,派手,"showy,loud,gay,flashy,gaudy"
1600910,はなしあい,話合い,"discussion,conference"
1562300,はなしかける,話し掛ける,"to accost a person,to talk (to someone)"
1600920,はなしちゅう,話中,"while talking,the line is busy"
1370010,はなはだしい,甚だしい,"extreme,excessive,terrible"
1194580,はなび,花火,fireworks
1194570,はなよめ,花嫁,bride
1516540,はなれる,放れる,"to leave,to get free,to cut oneself off"
1171680,はね,羽根,shuttlecock
1099490,ばね,,"spring (e.g. coil, leaf)"
1429620,はねる,跳ねる,"to jump,to leap"
1471420,はへん,破片,"fragment,splinter,broken piece"
1601040,はみがき,歯磨き,"dentifrice,toothpaste"
1566420,はめる,,"(col) to get in,to insert,to put on,to make love"
1400240,はやくち,早口,fast-talking
1552310,はやる,流行る,"to flourish,to thrive,to be popular,to come into fashion"
1501580,はらいこむ,払い込む,"to deposit,to pay in"
1501610,はらいもどす,払い戻す,"to repay,to pay back"
1099690,バランス,,balance
1366250,はりがね,針金,wire
1427870,はりきる,張り切る,"to be in high spirits,to be full of vigor"
1601160,はんえい,反映,"reflection,influence"
1479230,はんけい,半径,radius
1478550,はんこ,判子,seal (used for signature)
1601350,ばんざい,万歳,"hurrah, cheers"
1478560,はんじ,判事,"judge,judiciary"
1480540,はんせい,反省,"reflection,reconsideration,introspection,meditation,contemplation"
1482360,ばんち,番地,"house number,address"
1103270,パンツ,,underpants
1100240,バンド,,band
1479770,はんとう,半島,peninsula
1096830,ハンドル,,"handle,steering wheel"
1601420,ひあたり,日当たり,"exposure to the sun,sunny place"
1463920,ひがえり,日帰り,day trip
1483600,ひかくてき,比較的,"comparatively,relatively"
1463840,ひかげ,日陰,shadow
1010830,ぴかぴか,,"glitter,sparkle"
1601520,ひきうける,引受る,"to undertake,to take up,to take over"
1169140,ひきかえす,引返す,"to repeat,to send back,to bring back"
1601610,ひきざん,引算,subtraction
1601660,ひきだす,引出す,"to pull out,to take out,to draw out,to withdraw"
1601750,ひきとめる,引き止める,"to detain,to check,to restrain"
1482710,ひきょう,卑怯,"cowardice,meanness,unfairness"
1169120,ひきわけ,引分け,"a draw (in competition),tie game"
1601830,ひざし,陽射,"sunlight,rays of the sun"
1487380,ひじ,肘,elbow
1106660,ピストル,,pistol
1105160,ビタミン,,vitamin
1010900,ぴたり,,
1169350,ひっかかる,引っ掛かる,"to be caught in,to be stuck in,to be cheated"
1487800,ひっき,筆記,"(taking) notes,copying"
1601870,ひっくりかえす,引っ繰り返す,"to turn over,to overturn,to knock over,to upset,to turn inside out"
1169320,ひっくりかえる,引っ繰り返る,"to be overturned,to be upset,to topple over,to be reversed"
1601880,ひっこし,引越し,"moving (dwelling etc.),changing residence"
1169390,ひっこむ,引っ込む,"to draw back,to sink,to cave in"
1487830,ひっしゃ,筆者,"writer,author"
1487500,ひつじゅひん,必需品,"necessities,necessary article,requisite,essential"
1601940,ひとさしゆび,人差指,index finger
1164910,ひととおり,一通り,"ordinary,usual,in general,briefly"
1368820,ひとどおり,人通り,pedestrian traffic
1601990,ひとまず,,"for the present,once,in outline"
1453900,ひとみ,瞳,pupil (of eye)
1161830,ひとやすみ,一休み,a rest
1455670,ひとりごと,独り言,"a soliloquy,a monologue,speaking to oneself"
1455660,ひとりでに,,"by itself,automatically,naturally"
1105580,ビニール,,vinyl
1483900,ひにく,皮肉,"cynicism,sarcasm"
1611370,ひにち,日日,"every day,daily,day after day"
1469530,ひねる,捻る,"to turn (a switch) on or off,to twist,to puzzle over"
1463800,ひのいり,日の入り,sunset
1463790,ひので,日の出,sunrise
1602130,ひびき,響き,"echo,sound,reverberation,noise"
1238610,ひびく,響く,to resound
1483920,ひふ,皮膚,skin
1556770,ひやす,冷やす,"to cool,to refrigerate"
1602190,ひゃっかじてん,,encyclopedia
1486670,びよう,美容,beauty of figure or form
1489600,ひょうし,表紙,"front cover,binding"
1488700,ひょうしき,標識,"sign,mark"
1488710,ひょうじゅん,標準,"standard,level"
1488820,ひょうほん,標本,"example,specimen"
1490080,ひょうろん,評論,"criticism,critique"
1507090,ひらがな,平仮名,"hiragana,47 syllables,the cursive syllabary"
1106040,ビルディング,,building
1426370,ひるね,昼寝,"nap (at home),siesta"
1602370,ひろげる,広げる,"to spread,to extend,to expand,to enlarge"
1278440,ひろさ,広さ,extent
1278590,ひろば,広場,plaza
1602380,ひろびろ,広々,"extensive,spacious"
1278460,ひろめる,広める,"to broaden,to propagate"
1107140,ピンク,,pink
1512640,びんせん,便箋,"writing paper,stationery"
1491130,びんづめ,瓶詰,"bottling,bottled"
1108160,ファスナー,,"fastener,zipper"
1499940,ふうせん,風船,balloon
1491290,ふうん,不運,"unlucky,misfortune,bad luck,fate"
1602440,ふえる,殖える,"to increase,to multiply"
1362660,ふかまる,深まる,"to deepen,to heighten,to intensify"
1491840,ふきそく,不規則,"irregularity,unsteadiness,disorderly"
1497110,ふきゅう,普及,"diffusion,spread"
1496240,ふきん,付近,"neighbourhood,vicinity,environs"
1357240,ふく,拭く,"to wipe,to dry"
1500440,ふくし,副詞,adverb
1501390,ふくしゃ,複写,"copy,duplicate"
1501400,ふくすう,複数,"plural,multiple"
1216890,ふくめる,含める,"to include,to instruct,to make one understand"
1519970,ふくらます,膨らます,"to swell,to expand,to inflate,to bulge"
1519990,ふくらむ,膨らむ,"to expand,to swell (out),to get big,to become inflated"
1492160,ふけつ,不潔,"unclean,dirty,filthy,impure"
1279290,ふける,更ける,"to get late,to advance,to wear on"
1497710,ふごう,符号,"sign,mark,symbol"
1496520,ふさい,夫妻,"man and wife,married couple"
1602570,ふさがる,塞がる,"to be plugged up,to be shut up"
1602590,ふさぐ,塞ぐ,"to stop up,to close up,to block (up)"
1566450,ふざける,,"to romp,to gambol,to frolic,to joke"
1672130,ぶさた,無沙汰,neglecting to stay in contact
1583680,ぶし,武士,"warrior,samurai"
1499400,ぶしゅ,部首,radical (of a kanji character)
1181720,ふすま,襖,sliding screen
1602700,ふぞく,附属,"attached,belonging,affiliated"
1204540,ふた,蓋,"cover,lid,cap"
1493860,ふつう,不通,"suspension,interruption,stoppage,tie-up,cessation"
1011180,ぶつかる,,"to strike,to collide with"
2742080,ぶつける,,"to knock,to run into,to nail on,to strike hard,to hit and attack"
1502640,ぶっそう,物騒,"dangerous,disturbed,insecure"
1011200,ぶつぶつ,,"grumbling,complaining in a small voice"
1392100,ふなびん,船便,surface mail (ship)
1499480,ぶひん,部品,"parts,accessories"
1370780,ふぶき,吹雪,snow storm
1497690,ふぼ,父母,"father and mother,parents"
1602840,ふみきり,踏切,"railway crossing,level crossing,starting line,scratch,crossover"
1611440,ふもと,麓,"the foot,the bottom,the base (of a mountain)"
1602880,ふやす,増やす,"to increase,to add to,to augment"
1602880,ふやす,殖やす,"to increase,to add to,to augment"
1111160,フライパン,,"fry pan,frying pan"
1113650,ブラウス,,blouse
1011250,ぶらさげる,,"to hang,to suspend,to dangle,to swing"
1611450,ブラシ,,"brushy,brush"
1115670,プラスチック,,plastic
1115820,プラットホーム,,platform
1111640,フリー,,free
1361150,ふりがな,振り仮名,",pronunciation key"
1116300,プリント,,"print,handout"
1603090,ふるまう,振舞う,"to behave,to conduct oneself,to entertain (vt)"
1114910,ブローチ,,brooch
1117080,プログラム,,program
1500150,ふろしき,風呂敷,"wrapping cloth,cloth wrapper"
1113060,ふわふわ,,"light,soft"
1504560,ふんか,噴火,eruption
1503210,ぶんかい,分解,"analysis,disassembly"
1505290,ぶんげい,文芸,"literature,art and literature,belles-lettres"
1505330,ぶんけん,文献,"literature,books (reference)"
1504610,ふんすい,噴水,water fountain
1503860,ぶんすう,分数,fraction (in math)
1505510,ぶんたい,文体,literary style
1504160,ぶんぷ,分布,distribution
1505620,ぶんぼうぐ,文房具,stationery
1505630,ぶんみゃく,文脈,context
1504430,ぶんりょう,分量,"amount,quantity"
1504460,ぶんるい,分類,classification
1508600,へいかい,閉会,closure
1507180,へいき,平気,"coolness,calmness,composure,unconcern"
1508480,へいこう,並行,"(going) side by side,concurrent,abreast,at the same time"
1507720,へいじつ,平日,"weekday,ordinary days"
1506590,へいたい,兵隊,"soldier,sailor"
1507910,へいぼん,平凡,"common,commonplace,ordinary,mediocre"
1508030,へいや,平野,"plain,open field"
1179200,へこむ,凹む,"to be dented,to be indented,to yield to,to give,to sink,to collapse,to cave in,to be snubbed"
1571170,へそ,臍,"navel,belly-button"
1206360,へだてる,隔てる,to be shut out
1509970,べっそう,別荘,"holiday house,villa"
1603290,べつべつ,別々,"separately,individually"
1119700,ベテラン,,veteran
1118780,ヘリコプター,,helicopter
1603240,へんしゅう,編集,"editing,compilation,editorial (e.g. committee)"
1512520,べんじょ,便所,"toilet,lavatory,rest room,latrine,comfort station"
1121520,ペンチ,,(abbr) pliers (lit: pinchers)
1519650,ぼうえんきょう,望遠鏡,telescope
1516950,ほうがく,方角,"direction,way,compass point"
1566500,ほうき,箒,(n) broom
1516980,ほうげん,方言,dialect
1519050,ぼうさん,坊さん,"Buddhist priest,monk"
1520380,ぼうし,防止,"prevention,check"
1517040,ほうしん,方針,"objective,plan,policy"
1515510,ほうそう,包装,"packing,wrapping"
1517380,ほうそく,法則,"law,rule"
1603360,ほうたい,包帯,"bandage,dressing"
1603660,ぼうだい,膨大,"huge,bulky,enormous,extensive,swelling,expansion"
1515530,ほうちょう,庖丁,"kitchen knife,carving knife"
1517060,ほうていしき,方程式,equation
1520570,ぼうはん,防犯,prevention of crime
1517100,ほうめん,方面,"direction,district,field (e.g., of study)"
1519060,ぼうや,坊や,boy
1516530,ほうる,放る,to let go
1123520,ボーナス,,bonus
1560710,ほがらか,朗らか,"brightness,cheerfulness,melodious"
1584250,ぼくじょう,牧場,"(1) farm (livestock),(2) pasture land,meadow,grazing land"
1521820,ぼくちく,牧畜,stock-farming
1513410,ほけん,保健,"health preservation,hygiene,sanitation"
1514830,ぼしゅう,募集,"recruiting,taking applications"
1603510,ほす,干す,"to air,to dry,to desiccate,to drain (off),to drink up"
1125110,ポスター,,poster
1520890,ほっきょく,北極,North Pole
1603720,ぼっちゃん,坊っちゃん,son (of others)
1198900,ほどく,,to unfasten
1522060,ほり,堀,"moat,canal"
1246690,ほる,掘る,"to dig,to excavate"
1427950,ほる,彫る,"to carve,to engrave,to sculpture,to chisel"
1572500,ぼろ,,"rag,scrap,tattered clothes,fault (esp. in a pretense)"
1523700,ぼん,盆,"Lantern Festival,Festival of the Dead,tray"
1523760,ぼんち,盆地,basin (e.g. between mountains)
1523170,ほんぶ,本部,headquarters
1523270,ほんらい,本来,"essentially,naturally,by nature"
1012070,まあまあ,,so-so
1524630,まいすう,枚数,the number of flat things
1524710,まいど,毎度,"each time,common service-sector greeting"
1126980,マイナス,,minus
1211200,まく,巻く,"to wind,to coil,to roll"
2611890,まく,蒔く,to sow (seeds)
1303400,まく,撒く,"to scatter,to sprinkle,to sow"
1524860,まくら,枕,"pillow,bolster"
1239740,まげる,曲げる,"to bend,to crook,to lean"
1012110,まごまご,,confused
1523830,まさつ,摩擦,"friction,rubbing,rubdown,chafe"
1603920,まざる,混ざる,"to be mixed,to be blended with,to associate with,to mingle with,to join"
1603920,まざる,交ざる,"to be mixed,to be blended with,to associate with,to mingle with,to join"
1603930,まじる,混じる,"to be mixed,to be blended with,to associate with"
1603930,まじる,交じる,"to be mixed,to be blended with,to associate with"
1127870,マスク,,mask
1290310,まぜる,混ぜる,"to mix,to stir"
1290310,まぜる,交ぜる,"to be mixed,to be blended with"
1267830,またぐ,,to straddle
1524990,または,又は,"or,otherwise"
1410630,まちあいしつ,待合室,waiting room
1410520,まちあわせる,待ち合わせる,"to rendezvous,to meet at a prearranged place and time"
1204580,まちかど,街角,street corner
1363190,まっくら,真っ暗,"total darkness,shortsightedness,pitch dark"
1604050,まっくろ,真っ黒,pitch black
1604080,まっさお,真っ青,"deep blue,ghastly pale"
1363260,まっさき,真っ先,"the head,the foremost,beginning"
1580620,まっしろ,真っ白,pure white
1295250,まつる,祭る,"to deify,to enshrine"
1401420,まどぐち,窓口,ticket window
1611640,まとまる,纏まる,"to be collected,to be settled,to be in order"
1440930,まとめる,纏める,"to put in order,to collect,to bring to a conclusion"
1363760,まねる,真似る,"to mimic,to imitate"
1569790,まぶしい,,"dazzling,radiant"
1569920,まぶた,,eyelids
1129210,マフラー,,"muffler,scarf"
1215290,まもなく,間も無く,"soon,before long,in a short time"
1129290,マラソン,,marathon
1604280,まれ,稀,"rare,seldom"
1199360,まわりみち,回り道,detour
1526720,まんいん,満員,"full house,no vacancy,sold out"
1130040,マンション,,"large apartment,apartment house"
1604340,まんてん,満点,perfect score
1259830,みおくる,見送る,"(1) to see off,to farewell,(2) to escort,(3) to let pass"
1259370,みおろす,見下ろす,"to overlook,to command a view of,to look down on something"
1604420,みかけ,見掛け,outward appearance
1301340,みかづき,三日月,"new moon,crescent moon"
1611700,みさき,岬,cape (on coast)
1303280,みじめ,,"(arch) sad,pitiful,wretched"
1130640,ミシン,,sewing machine
1910260,みせや,店屋,"store,shop"
1259710,みだし,見出し,"heading,caption,subtitle,index"
1611770,みちじゅん,道順,"itinerary,route"
1604550,みつかる,見付かる,"to be found,to be discovered"
1604570,みつける,見付ける,"to be familiar,to discover,to detect"
1259250,みっともない,,"shameful,indecent"
1259900,みなおす,見直す,"to look again,to get a better opinion of"
1604650,みなれる,見慣れる,"to become used to seeing,to be familiar with"
1333810,みにくい,醜い,ugly
1320850,みのる,実る,"to bear fruit,to ripen"
1365810,みぶん,身分,"social position,social status"
1260100,みほん,見本,sample
1259990,みまう,見舞う,"to ask after (health),to visit"
1528040,みまん,未満,"less than,insufficient"
1604730,みょうじ,名字,"surname,family name"
1131830,ミリ,,"milli-,10^-3"
1365450,みる,診る,to examine (medical)
1528630,みんかん,民間,"private,civilian,civil,popular,folk,unofficial"
1529270,みんよう,民謡,"folk song,popular song"
1604800,むかう,向う,"(v5u) to face,to go towards"
1474370,むく,剥く,"to peel,to skin,to pare,to hull"
1529880,むげん,無限,infinite
1530650,むじ,無地,"plain,unfigured"
1356870,むしあつい,蒸し暑い,"humid,sultry"
1531090,むじゅん,矛盾,"contradiction,inconsistency"
1356900,むす,蒸す,"to steam,to poultice,to be sultry"
1530280,むすう,無数,"countless number,infinite number"
1311640,むらさき,紫,"purple colour,violet"
1247510,むれ,群れ,"group,crowd,flock,herd"
1532940,めい,姪,niece
1531500,めいさく,名作,masterpiece
1531550,めいし,名刺,business card
1531570,めいし,名詞,noun
1531600,めいしょ,名所,famous place
1531970,めいずる,命ずる,"to command,to appoint"
1532760,めいしん,迷信,superstition
1531810,めいぶつ,名物,"famous product,special product,speciality"
1532810,めいめい,銘々,"each,individual"
1535490,めうえ,目上,"superior(s),senior"
1132530,メーター,,meter (clock)
1611980,めぐまれる,恵まれる,"to be blessed with,to be rich in"
1342050,めぐる,巡る,to go around
1535440,めざす,目指す,"to aim at,to have an eye on"
1535340,めざまし,目覚し,(abbr) alarm-clock
1535320,めした,目下,"at present,now"
1535300,めじるし,目印,"mark,sign,landmark"
1535700,めだつ,目立つ,"to be conspicuous,to stand out"
1533000,めちゃくちゃ,,"absurd,unreasonable,excessive,messed up,spoiled,wreaked"
1012470,めっきり,,remarkably
1608630,めでたい,,"happy,simple soul,propitious,joyous"
1133790,メニュー,,menu
1569810,めまい,,"dizziness,giddiness"
1535280,めやす,目安,"criterion,aim"
1533230,めんぜい,免税,"tax exemption,duty exemption"
1533500,めんせき,面積,area
1533510,めんせつ,面接,interview
1533560,めんどうくさい,面倒臭い,"bother to do,tiresome"
1534490,もうかる,儲かる,"to be profitable,to yield a profit"
1534500,もうける,儲ける,"to get,to earn,to gain,to have (bear, beget) a child"
1612040,もうしわけない,申し訳ない,inexcusable
1134480,モーター,,motor
1534660,もくざい,木材,"lumber,timber,wood"
1535460,もくじ,目次,table of contents
1609715,もぐる,潜る,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun"
1012510,もしかしたら,,"perhaps,maybe,by some chance"
1012530,もしかすると,,"perhaps,maybe,by some chance"
1564380,もたれる,,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)"
1134990,モダン,,modern
1535790,もち,餅,sticky rice cake
1605250,もったいない,,"too good,more than one deserves,wasteful,sacrilegious,unworthy of"
1135270,モデル,,model
1605280,もともと,元々,"originally,by nature,from the start"
1502690,ものおき,物置,storage room
1502490,ものがたる,物語る,"to tell,to indicate"
1502530,ものさし,物差し,"ruler,measure"
1502630,ものすごい,物凄い,"earth-shattering,staggering,to a very great extent"
1135680,モノレール,,monorail
2857870,もみじ,紅葉,(1) (Japanese) maple
1567610,もむ,揉む,"to rub,to crumple (up),to wrinkle"
1582900,もやす,燃やす,to burn
1292140,もよおし,催し,"event,festivities,function"
1379740,もる,盛る,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe"
1536060,もんどう,問答,"questions and answers,dialogue"
1211380,やかましい,,"(1) noisy,(2) strict,fussy"
1536530,やかん,夜間,"at night,nighttime"
1605370,やかん,薬缶,kettle
1538010,やくしゃ,役者,"actor,actress"
1538020,やくしょ,役所,"government office,public office"
1538350,やくす,訳す,to translate
1538050,やくにん,役人,government official
1538280,やくひん,薬品,"medicine(s),chemical(s)"
1538080,やくめ,役目,"duty,business"
1577310,やけど,火傷,"burn,scald"
1584820,やこう,夜行,"walking around at night,night train,night travel"
1537770,やじるし,矢印,directing arrow
1537780,やたら,,"randomly,recklessly,blindly"
1538200,やっきょく,薬局,"pharmacy,drugstore"
1612950,やっつける,,"to attack (an enemy),to beat,to do away with,to finish off"
1191990,やぬし,家主,landlord
1983750,やぶく,破く,
1471210,やぶれる,破れる,"to get torn,to wear out"
1612100,やむをえない,,"cannot be helped,unavoidable"
1605630,やわらかい,軟らかい,"soft,tender,limp"
1542170,ゆうえんち,遊園地,amusement park
1542690,ゆうかん,夕刊,evening paper
1540080,ゆうこう,友好,friendship
1542380,ゆうそう,郵送,mailing
1542820,ゆうだち,夕立,(sudden) evening shower (rain)
1542750,ゆうひ,夕日,"(in) the evening sun,setting sun"
1605700,ゆうゆう,悠々,"quiet,calm,leisurely"
1541690,ゆうりょう,有料,"admission-paid,toll"
1584990,ゆかた,浴衣,"bathrobe,informal summer kimono,yukata"
1448600,ゆげ,湯気,"steam,vapour"
1538810,ゆけつ,輸血,blood transfusion
1538850,ゆそう,輸送,"transport,transportation"
1538690,ゆだん,油断,"negligence,unpreparedness"
1571470,ゆでる,,to boil
1612130,ゆのみ,湯飲み,teacup
1214410,ゆるい,緩い,"loose,lenient,slow"
1546120,ようがん,溶岩,lava
1545370,ようき,容器,"container,vessel"
1546270,ようご,用語,"term,terminology"
1546770,ようし,要旨,"gist,essentials,summary,fundamentals"
1545160,ようじ,幼児,"infant,baby,child"
1545420,ようせき,容積,"capacity,volume"
1545250,ようち,幼稚,"infancy,childish,infantile"
1545260,ようちえん,幼稚園,kindergarten
1546380,ようと,用途,"use,usefulness"
1794470,ようひんてん,洋品店,shop which handles Western-style apparel and accessories
1662130,ようぶん,養分,"nourishment,nutrient"
1546530,ようもう,羊毛,wool
1394600,ようやく,漸く,"gradually,finally,hardly"
1546850,ようりょう,要領,"point,gist,essentials,outline"
1547390,よくばり,欲張り,"avarice,covetousness,greed"
1544090,よけい,余計,"too much,unnecessary,abundance,surplus,excess,superfluity"
1013140,よこす,,"(1) to send,to forward,(2) to hand over (e.g. money)"
1178960,よごす,汚す,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain"
1219560,よせる,寄せる,"to collect,to gather,to add,to put aside"
1605940,よそ,余所,"another place,somewhere else,strange parts"
1307060,よつかど,四つ角,"four corners,crossroads"
1372660,よっぱらい,酔っ払い,drunkard
1543320,よび,予備,"preparation,preliminaries,reserve,spare"
1266280,よびかける,呼び掛ける,"to call out to,to accost,to address (crowd),to appeal"
